Pin,Cpu Pin name,SOM pin name,Label,GPIO,MMDC,UART,ELCDIF,EPDC,EIM,uSDHC,ENET,ECSPI,SAI,CSI,FTM,KPP,I2C,SIM,CCM,USB,SRC,GPT,ARM_PLATFORM,FLEXCAN,NAND,QSPI,PWM,WDOG,PCIE,XTALOSC,SNVS,SJC,ADC,SDMA,MIPI_CSI2,MIPI_DSI,MQS,Other,Routing for BOARD_InitPins
AD23,DRAM_ADDR10,,,,"DRAM_ADDR10(MMDC,dram_addr,10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_ADDR10(MMDC,dram_addr,10)"
AG27,DRAM_ADDR11,,,,"DRAM_ADDR11(MMDC,dram_addr,11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_ADDR11(MMDC,dram_addr,11)"
AE27,DRAM_ADDR12,,,,"DRAM_ADDR12(MMDC,dram_addr,12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_ADDR12(MMDC,dram_addr,12)"
AG28,DRAM_ADDR13,,,,"DRAM_ADDR13(MMDC,dram_addr,13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_ADDR13(MMDC,dram_addr,13)"
AE20,DRAM_ADDR14,,,,"DRAM_ADDR14(MMDC,dram_addr,14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_ADDR14(MMDC,dram_addr,14)"
AG26,DRAM_ADDR15,,,,"DRAM_ADDR15(MMDC,dram_addr,15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_ADDR15(MMDC,dram_addr,15)"
AG25,DRAM_CAS_B,,,,"DRAM_CAS_B(MMDC,dram_cas_b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_CAS_B(MMDC,dram_cas_b)"
AE26,DRAM_CS0_B,,,,"DRAM_CS0_B(MMDC,dram_cs0_b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_CS0_B(MMDC,dram_cs0_b)"
AC23,DRAM_CS1_B,,,,"DRAM_CS1_B(MMDC,dram_cs1_b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_CS1_B(MMDC,dram_cs1_b)"
AH22,DRAM_DATA00,,,,"DRAM_DATA00(MMDC,dram_data,00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA00(MMDC,dram_data,00)"
AG19,DRAM_DATA01,,,,"DRAM_DATA01(MMDC,dram_data,01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA01(MMDC,dram_data,01)"
AG20,DRAM_DATA02,,,,"DRAM_DATA02(MMDC,dram_data,02)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA02(MMDC,dram_data,02)"
AF22,DRAM_DATA03,,,,"DRAM_DATA03(MMDC,dram_data,03)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA03(MMDC,dram_data,03)"
AF20,DRAM_DATA04,,,,"DRAM_DATA04(MMDC,dram_data,04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA04(MMDC,dram_data,04)"
AG22,DRAM_DATA05,,,,"DRAM_DATA05(MMDC,dram_data,05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA05(MMDC,dram_data,05)"
AF21,DRAM_DATA06,,,,"DRAM_DATA06(MMDC,dram_data,06)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA06(MMDC,dram_data,06)"
AH20,DRAM_DATA07,,,,"DRAM_DATA07(MMDC,dram_data,07)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA07(MMDC,dram_data,07)"
AC18,DRAM_DATA08,,,,"DRAM_DATA08(MMDC,dram_data,08)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA08(MMDC,dram_data,08)"
AB18,DRAM_DATA09,,,,"DRAM_DATA09(MMDC,dram_data,09)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA09(MMDC,dram_data,09)"
AD16,DRAM_DATA10,,,,"DRAM_DATA10(MMDC,dram_data,10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA10(MMDC,dram_data,10)"
AC16,DRAM_DATA11,,,,"DRAM_DATA11(MMDC,dram_data,11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA11(MMDC,dram_data,11)"
AD18,DRAM_DATA12,,,,"DRAM_DATA12(MMDC,dram_data,12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA12(MMDC,dram_data,12)"
AE18,DRAM_DATA13,,,,"DRAM_DATA13(MMDC,dram_data,13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA13(MMDC,dram_data,13)"
AB16,DRAM_DATA14,,,,"DRAM_DATA14(MMDC,dram_data,14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA14(MMDC,dram_data,14)"
AE16,DRAM_DATA15,,,,"DRAM_DATA15(MMDC,dram_data,15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA15(MMDC,dram_data,15)"
W27,DRAM_DATA16,,,,"DRAM_DATA16(MMDC,dram_data,16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA16(MMDC,dram_data,16)"
Y27,DRAM_DATA17,,,,"DRAM_DATA17(MMDC,dram_data,17)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA17(MMDC,dram_data,17)"
Y26,DRAM_DATA18,,,,"DRAM_DATA18(MMDC,dram_data,18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA18(MMDC,dram_data,18)"
Y28,DRAM_DATA19,,,,"DRAM_DATA19(MMDC,dram_data,19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA19(MMDC,dram_data,19)"
AA26,DRAM_DATA20,,,,"DRAM_DATA20(MMDC,dram_data,20)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA20(MMDC,dram_data,20)"
AB26,DRAM_DATA21,,,,"DRAM_DATA21(MMDC,dram_data,21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA21(MMDC,dram_data,21)"
AB27,DRAM_DATA22,,,,"DRAM_DATA22(MMDC,dram_data,22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA22(MMDC,dram_data,22)"
AB28,DRAM_DATA23,,,,"DRAM_DATA23(MMDC,dram_data,23)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA23(MMDC,dram_data,23)"
V23,DRAM_DATA24,,,,"DRAM_DATA24(MMDC,dram_data,24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA24(MMDC,dram_data,24)"
V22,DRAM_DATA25,,,,"DRAM_DATA25(MMDC,dram_data,25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA25(MMDC,dram_data,25)"
T23,DRAM_DATA26,,,,"DRAM_DATA26(MMDC,dram_data,26)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA26(MMDC,dram_data,26)"
T22,DRAM_DATA27,,,,"DRAM_DATA27(MMDC,dram_data,27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA27(MMDC,dram_data,27)"
V24,DRAM_DATA28,,,,"DRAM_DATA28(MMDC,dram_data,28)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA28(MMDC,dram_data,28)"
V25,DRAM_DATA29,,,,"DRAM_DATA29(MMDC,dram_data,29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA29(MMDC,dram_data,29)"
T25,DRAM_DATA30,,,,"DRAM_DATA30(MMDC,dram_data,30)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA30(MMDC,dram_data,30)"
T24,DRAM_DATA31,,,,"DRAM_DATA31(MMDC,dram_data,31)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DATA31(MMDC,dram_data,31)"
AH24,DRAM_DQM0,,,,"DRAM_DQM0(MMDC,dram_dqm,0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DQM0(MMDC,dram_dqm,0)"
AD20,DRAM_DQM1,,,,"DRAM_DQM1(MMDC,dram_dqm,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DQM1(MMDC,dram_dqm,1)"
AD28,DRAM_DQM2,,,,"DRAM_DQM2(MMDC,dram_dqm,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DQM2(MMDC,dram_dqm,2)"
Y25,DRAM_DQM3,,,,"DRAM_DQM3(MMDC,dram_dqm,3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_DQM3(MMDC,dram_dqm,3)"
AF16,DRAM_ODT0,,,,"DRAM_ODT0(MMDC,dram_odt,0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_ODT0(MMDC,dram_odt,0)"
AH25,DRAM_RAS_B,,,,"DRAM_RAS_B(MMDC,dram_ras_b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_RAS_B(MMDC,dram_ras_b)"
V26,DRAM_RESET,,,,"DRAM_RESET(MMDC,dram_reset)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_RESET(MMDC,dram_reset)"
AE28,DRAM_SDBA0,,,,"DRAM_SDBA0(MMDC,dram_sdba,0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDBA0(MMDC,dram_sdba,0)"
AB22,DRAM_SDBA1,,,,"DRAM_SDBA1(MMDC,dram_sdba,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDBA1(MMDC,dram_sdba,1)"
AF27,DRAM_SDBA2,,,,"DRAM_SDBA2(MMDC,dram_sdba,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDBA2(MMDC,dram_sdba,2)"
Y22,DRAM_SDCKE0,,,,"DRAM_SDCKE0(MMDC,dram_sdcke,0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDCKE0(MMDC,dram_sdcke,0)"
AB23,DRAM_SDCKE1,,,,"DRAM_SDCKE1(MMDC,dram_sdcke,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDCKE1(MMDC,dram_sdcke,1)"
AF25,DRAM_SDCLK0_N,,,,"DRAM_SDCLK0_N(MMDC,dram_sdclk0_n)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDCLK0_N(MMDC,dram_sdclk0_n)"
AE25,DRAM_SDCLK0_P,,,,"DRAM_SDCLK0_P(MMDC,dram_sdclk0_p)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDCLK0_P(MMDC,dram_sdclk0_p)"
AG23,DRAM_SDQS0_N,,,,"DRAM_SDQS0_N(MMDC,dram_sdqs0_n)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDQS0_N(MMDC,dram_sdqs0_n)"
AG24,DRAM_SDQS0_P,,,,"DRAM_SDQS0_P(MMDC,dram_sdqs0_p)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDQS0_P(MMDC,dram_sdqs0_p)"
AC20,DRAM_SDQS1_N,,,,"DRAM_SDQS1_N(MMDC,dram_sdqs1_n)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDQS1_N(MMDC,dram_sdqs1_n)"
AB20,DRAM_SDQS1_P,,,,"DRAM_SDQS1_P(MMDC,dram_sdqs1_p)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDQS1_P(MMDC,dram_sdqs1_p)"
AD27,DRAM_SDQS2_N,,,,"DRAM_SDQS2_N(MMDC,dram_sdqs2_n)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDQS2_N(MMDC,dram_sdqs2_n)"
AC27,DRAM_SDQS2_P,,,,"DRAM_SDQS2_P(MMDC,dram_sdqs2_p)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDQS2_P(MMDC,dram_sdqs2_p)"
Y24,DRAM_SDQS3_N,,,,"DRAM_SDQS3_N(MMDC,dram_sdqs3_n)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDQS3_N(MMDC,dram_sdqs3_n)"
Y23,DRAM_SDQS3_P,,,,"DRAM_SDQS3_P(MMDC,dram_sdqs3_p)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDQS3_P(MMDC,dram_sdqs3_p)"
AH27,DRAM_SDWE_B,,,,"DRAM_SDWE_B(MMDC,dram_sdwe_b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_SDWE_B(MMDC,dram_sdwe_b)"
T20,DRAM_VREF,,,,"DRAM_VREF(MMDC,dram_vref)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_VREF(MMDC,dram_vref)"
Y18,DRAM_ZQPAD,,,,"DRAM_ZQPAD(MMDC,dram_zqpad)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DRAM_ZQPAD(MMDC,dram_zqpad)"
L23,EPDC1_BDR0,,,"GPIO2_IO28(GPIO2,gpio_io,28)",,,"LCD_CS(ELCDIF,lcd_cs)/LCD_DATA07(ELCDIF,lcd_data,07)","EPDC_BDR0(EPDC,epdc_bdr,0)","EIM_ADDR22(EIM,eim_addr,22)",,"ENET2_TX_CLK(ENET2,enet_tx_clk)",,,,,,,,"CCM_ENET_REF_CLK2(CCM,ccm_enet_ref_clk,2)",,,,,,,,,,,,,,,,,,,,"GPIO2_IO28(GPIO2,gpio_io,28)"
L22,EPDC1_BDR1,,,"GPIO2_IO29(GPIO2,gpio_io,29)",,,"LCD_ENABLE(ELCDIF,lcd_enable)/LCD_DATA06(ELCDIF,lcd_data,06)","EPDC_BDR1(EPDC,epdc_bdr,1)/EPDC_SDCLK_N(EPDC,epdc_sdclk_n)","EIM_AD08(EIM,eim_ad,08)",,"ENET2_RX_CLK(ENET2,enet_rx_clk)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"GPIO2_IO29(GPIO2,gpio_io,29)"
T27,EPDC1_DATA00,,,"GPIO2_IO00(GPIO2,gpio_io,00)",,,"LCD_DATA00(ELCDIF,lcd_data,00)/LCD_CLK(ELCDIF,lcd_clk)","EPDC_DATA00(EPDC,epdc_data,00)","EIM_AD00(EIM,eim_ad,00)",,,,,,,"KEY_ROW3(KPP,key_row,3)",,"SIM1_PORT2_TRXD(SIM1,sim_port2_trxd)",,,,,,,,"QSPI_A_DATA0(QSPI,qspi_a_data,0)",,,,,,,,,,,,,"QSPI_A_DATA0(QSPI,qspi_a_data,0)"
U26,EPDC1_DATA01,,,"GPIO2_IO01(GPIO2,gpio_io,01)",,,"LCD_DATA01(ELCDIF,lcd_data,01)/LCD_ENABLE(ELCDIF,lcd_enable)","EPDC_DATA01(EPDC,epdc_data,01)","EIM_AD01(EIM,eim_ad,01)",,,,,,,"KEY_COL3(KPP,key_col,3)",,"SIM1_PORT2_CLK(SIM1,sim_port2_clk)",,,,,,,,"QSPI_A_DATA1(QSPI,qspi_a_data,1)",,,,,,,,,,,,,"QSPI_A_DATA1(QSPI,qspi_a_data,1)"
T26,EPDC1_DATA02,,,"GPIO2_IO02(GPIO2,gpio_io,02)",,,"LCD_DATA02(ELCDIF,lcd_data,02)/LCD_VSYNC(ELCDIF,lcd_vsync)","EPDC_DATA02(EPDC,epdc_data,02)","EIM_AD02(EIM,eim_ad,02)",,,,,,,"KEY_ROW2(KPP,key_row,2)",,"SIM1_PORT2_RST_B(SIM1,sim_port2_rst_b)",,,,,,,,"QSPI_A_DATA2(QSPI,qspi_a_data,2)",,,,,,,,,,,,,"QSPI_A_DATA2(QSPI,qspi_a_data,2)"
R27,EPDC1_DATA03,,,"GPIO2_IO03(GPIO2,gpio_io,03)",,,"LCD_DATA03(ELCDIF,lcd_data,03)/LCD_HSYNC(ELCDIF,lcd_hsync)","EPDC_DATA03(EPDC,epdc_data,03)","EIM_AD03(EIM,eim_ad,03)",,,,,,,"KEY_COL2(KPP,key_col,2)",,"SIM1_PORT2_SVEN(SIM1,sim_port2_sven)",,,,,,,,"QSPI_A_DATA3(QSPI,qspi_a_data,3)",,,,,,,,,,,,,"QSPI_A_DATA3(QSPI,qspi_a_data,3)"
N23,EPDC1_DATA04,,,"GPIO2_IO04(GPIO2,gpio_io,04)",,,"LCD_DATA04(ELCDIF,lcd_data,04)","EPDC_DATA04(EPDC,epdc_data,04)","EIM_AD04(EIM,eim_ad,04)",,,,,,,"KEY_ROW1(KPP,key_row,1)",,"SIM1_PORT2_PD(SIM1,sim_port2_pd)",,,,,,,,"QSPI_A_DQS(QSPI,qspi_a_dqs)",,,,,,,,,,,,,"GPIO2_IO04(GPIO2,gpio_io,04)"
T28,EPDC1_DATA05,,,"GPIO2_IO05(GPIO2,gpio_io,05)",,,"LCD_DATA05(ELCDIF,lcd_data,05)","EPDC_DATA05(EPDC,epdc_data,05)","EIM_AD05(EIM,eim_ad,05)",,,,,,,"KEY_COL1(KPP,key_col,1)",,"SIM2_PORT2_TRXD(SIM2,sim_port2_trxd)",,,,,,,,"QSPI_A_SCLK(QSPI,qspi_a_sclk)",,,,,,,,,,,,,"QSPI_A_SCLK(QSPI,qspi_a_sclk)"
P27,EPDC1_DATA06,,,"GPIO2_IO06(GPIO2,gpio_io,06)",,,"LCD_DATA06(ELCDIF,lcd_data,06)","EPDC_DATA06(EPDC,epdc_data,06)","EIM_AD06(EIM,eim_ad,06)",,,,,,,"KEY_ROW0(KPP,key_row,0)",,"SIM2_PORT2_CLK(SIM2,sim_port2_clk)",,,,,,,,"QSPI_A_SS0_B(QSPI,qspi_a_ss0_b)",,,,,,"JTAG_DE_B(SJC,jtag_de_b)",,,,,,,"QSPI_A_SS0_B(QSPI,qspi_a_ss0_b)"
N28,EPDC1_DATA07,,,"GPIO2_IO07(GPIO2,gpio_io,07)",,,"LCD_DATA07(ELCDIF,lcd_data,07)","EPDC_DATA07(EPDC,epdc_data,07)","EIM_AD07(EIM,eim_ad,07)",,,,,,,"KEY_COL0(KPP,key_col,0)",,"SIM2_PORT2_RST_B(SIM2,sim_port2_rst_b)",,,,,,,,"QSPI_A_SS1_B(QSPI,qspi_a_ss1_b)",,,,,,,,,,,,,"GPIO2_IO07(GPIO2,gpio_io,07)"
J26,EPDC1_PWRSTAT,,,"GPIO2_IO31(GPIO2,gpio_io,31)",,,"LCD_VSYNC(ELCDIF,lcd_vsync)/LCD_DATA12(ELCDIF,lcd_data,12)","EPDC_PWR_STAT(EPDC,epdc_pwr_stat)","EIM_EB1(EIM,eim_eb,1)",,"ENET2_COL(ENET2,enet_col)",,,,"FLEXTIMER2_PHB(FTM2,flextimer_phb)",,,,,,,,,,,,,,,,,,,,,,,,"GPIO2_IO31(GPIO2,gpio_io,31)"
V9,FUSE_FSOURCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF2,GPANAIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB3,GPIO1_IO08,,,"GPIO1_IO08(GPIO1,gpio_io,08)",,"UART3_RX_DATA(UART3,uart_rx_data)",,,,"SD1_VSELECT(uSDHC1,sd_vselect)",,,,,,"KEY_COL5(KPP,key_col,5)","I2C3_SCL(I2C3,i2c_scl)",,,,,,,,,,"PWM1_OUT(PWM1,pwm_out)","WDOG1_B(WDOG1,wdog_b)",,,,,,,,,,,"GPIO1_IO08(GPIO1,gpio_io,08)"
AB1,JTAG_MOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JTAG_MOD(SJC,jtag_mod)",,,,,,,"JTAG_MOD(SJC,jtag_mod)"
B19,MIPI_VREG_0P4V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V20,NVCC_DRAM_CKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V27,NVCC_DRAM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V28,NVCC_DRAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF19,NVCC_DRAM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,NVCC_DRAM11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH18,NVCC_DRAM12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W21,NVCC_DRAM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W23,NVCC_DRAM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W26,NVCC_DRAM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y20,NVCC_DRAM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA19,NVCC_DRAM6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC19,NVCC_DRAM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF17,NVCC_DRAM8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF18,NVCC_DRAM9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J18,NVCC_ENET1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20,NVCC_EPDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N20,NVCC_EPDC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y9,NVCC_GPIO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y11,NVCC_GPIO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9,NVCC_I2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L20,NVCC_LCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J13,NVCC_SAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J11,NVCC_SD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9,NVCC_SD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N9,NVCC_SD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9,NVCC_SPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T9,NVCC_UART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG13,PCIE_REFCLKIN_N,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PCIE_REFCLKIN_N(PCIE,pcie_refclkin_n)",,,,,,,,,,"PCIE_REFCLKIN_N(PCIE,pcie_refclkin_n)"
AH13,PCIE_REFCLKIN_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PCIE_REFCLKIN_P(PCIE,pcie_refclkin_p)",,,,,,,,,,"PCIE_REFCLKIN_P(PCIE,pcie_refclkin_p)"
Y16,PCIE_REXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PCIE_REXT(PCIE,pcie_rext)",,,,,,,,,,"PCIE_REXT(PCIE,pcie_rext)"
AB13,PCIE_VP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PCIE_VP(PCIE,pcie_vp)",,,,,,,,,,"PCIE_VP(PCIE,pcie_vp)"
Y15,PCIE_VPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PCIE_VPH(PCIE,pcie_vph)",,,,,,,,,,"PCIE_VPH(PCIE,pcie_vph)"
G16,PVCC_ENET_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R20,PVCC_EPDC_LCD_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB11,PVCC_GPIO_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W8,PVCC_I2C_SPI_UART_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J14,PVCC_SAI_SD_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG9,RTC_XTALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RTC_XTALI(XTALOSC,rtc_xtali)",,,,,,,,,"RTC_XTALI(XTALOSC,rtc_xtali)"
AH9,RTC_XTALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RTC_XTALO(XTALOSC,rtc_xtalo)",,,,,,,,,"RTC_XTALO(XTALOSC,rtc_xtalo)"
J6,SD3_CLK,,,"GPIO6_IO00(GPIO6,gpio_io,00)",,,,,,"SD3_CLK(uSDHC3,sd_clk)",,"ECSPI4_MISO(ECSPI4,ecspi_miso)","SAI3_RX_SYNC(SAI3,sai_rx_sync)",,,,,,,,,"GPT3_CLK(GPT3,gpt_clk)",,,"NAND_CLE(NAND,nand_cle)",,,,,,,,,,,,,,"SD3_CLK(uSDHC3,sd_clk)"
L4,SD3_CMD,,,"GPIO6_IO01(GPIO6,gpio_io,01)",,,,,,"SD3_CMD(uSDHC3,sd_cmd)",,"ECSPI4_MOSI(ECSPI4,ecspi_mosi)","SAI3_RX_BCLK(SAI3,sai_rx_bclk)",,,,,,,,,"GPT3_CAPTURE1(GPT3,gpt_capture,1)",,,"NAND_ALE(NAND,nand_ale)",,,,,,,,,,,,,,"SD3_CMD(uSDHC3,sd_cmd)"
G6,SD3_DATA0,,,"GPIO6_IO02(GPIO6,gpio_io,02)",,,,,,"SD3_DATA0(uSDHC3,sd_data,0)",,"ECSPI4_SS0(ECSPI4,ecspi_ss,0)","SAI3_RX_DATA(SAI3,sai_rx_data)",,,,,,,,,"GPT3_CAPTURE2(GPT3,gpt_capture,2)",,,"NAND_DATA00(NAND,nand_data,00)",,,,,,,,,,,,,,"SD3_DATA0(uSDHC3,sd_data,0)"
G7,SD3_DATA1,,,"GPIO6_IO03(GPIO6,gpio_io,03)",,,,,,"SD3_DATA1(uSDHC3,sd_data,1)",,"ECSPI4_SCLK(ECSPI4,ecspi_sclk)","SAI3_TX_BCLK(SAI3,sai_tx_bclk)",,,,,,,,,"GPT3_COMPARE1(GPT3,gpt_compare,1)",,,"NAND_DATA01(NAND,nand_data,01)",,,,,,,,,,,,,,"SD3_DATA1(uSDHC3,sd_data,1)"
L7,SD3_DATA2,,,"GPIO6_IO04(GPIO6,gpio_io,04)",,,,,,"SD3_DATA2(uSDHC3,sd_data,2)",,,"SAI3_TX_SYNC(SAI3,sai_tx_sync)",,,,"I2C3_SDA(I2C3,i2c_sda)",,,,,"GPT3_COMPARE2(GPT3,gpt_compare,2)",,,"NAND_DATA02(NAND,nand_data,02)",,,,,,,,,,,,,,"SD3_DATA2(uSDHC3,sd_data,2)"
